Sentiment
Sentiments
0.0
0.0
-0.4
0.3125
0.2
0.2
0.2
-0.1
0.3333333333333333
0.0
0.0
-0.1
0.0
0.0
0.0
0.0
0.0
0.2
0.0
0.0
0.0
0.0
1.0
1.0
0.0
0.13636363636363635
0.7
0.35
-0.16666666666666666
0.0
0.0
0.0
0.0
-0.125
0.75
0.0
0.0
0.15000000000000002
0.2
0.2
0.35
0.0
0.4
0.0
0.0
0.2
0.44999999999999996
0.19318181818181818
0.0
0.5
0.1
0.0
0.0
0.0
0.13636363636363635
0.0
1.0
0.0
0.4625
-0.5
0.2
0.0
0.25
0.0
0.0
0.5333333333333333
0.225
0.1
0.4
0.0
0.0
0.0
-1.0
0.25
0.3125
0.2
0.3125
0.3125
0.2
0.2
0.2
0.5375
0.3125
0.2
0.3125
0.3125
0.3125
0.2
0.2
0.3125
0.1
0.3125
0.3125
0.2
0.35
-0.35714285714285715
0.0
0.0
0.0
-0.6999999999999998
0.0
0.0
0.0
-1.0
0.0
0.0
0.0
0.35
0.0
0.0
-0.05
0.0
0.0
0.0
-0.8
0.0
0.0
0.0
-0.5
0.0
0.0
-0.2
0.08333333333333334
0.0
1.0
0.0
-0.15
0.0
0.0
-0.375
0.15
0.0
-0.5
0.0
0.8
0.3
0.3
0.2
0.0
0.0
0.0
0.125
-0.04999999999999999
0.0
-0.25
0.0
-0.1875
-0.75
-1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
-0.1875
0.0
0.0
0.0
1.0
0.0
0.0
0.8
0.0
0.0
0.0
0.0
0.0
-0.5
0.0
0.0
0.2
0.0
0.0
0.0
0.0
-0.5
0.0
-0.4
0.9765625
0.0
0.0
-1.0
0.5
0.159375
0.18
-0.8
-0.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.03125
0.0
0.4625
0.4
1.0
-0.4
1.0
0.08
0.0
0.0
0.0
0.25
0.0
0.2
0.2
0.3125
0.25
0.2
0.2
0.5
-0.03125
0.0
0.25
0.625
0.30000000000000004
0.0
0.0
-1.0
0.05
0.0
-0.1
0.0
1.0
0.3
-0.625
0.50625
0.0
0.016666666666666663
0.0
0.0
0.26
0.0
0.0
-0.625
0.0
0.0
0.3
0.0
0.0
0.0
-0.5
0.0
0.0
0.0
0.7
0.0
-0.5
-0.5
0.0
0.0
0.7
0.0
0.0
0.0
0.15000000000000002
0.5
-0.20833333333333331
0.4875
0.0
0.0987878787878788
0.033333333333333326
-0.2
0.5
0.0
0.0
0.0
0.2
0.7
-0.47500000000000003
0.0
0.0
0.1
-0.125
0.2
0.0
0.0
0.5
0.0
0.0
0.0
-0.375
0.0
0.0
0.26666666666666666
0.1
-0.8
0.0
-0.2833333333333333
0.4375
0.0
0.0
-0.5
0.5000000000000001
0.0
0.0
0.7
0.0
0.3125
0.0
0.0
0.0
0.0
0.0
0.7
0.0
0.0
0.0
0.0
0.0
0.2
-0.125
0.0
-0.8
0.0
-0.025
0.0
0.2
0.5
0.2
0.1
0.0
-0.1375
-0.1
0.0
0.2
0.0
0.5
0.0
0.0
0.0625
0.3333333333333333
-0.13333333333333333
0.0
-0.8
0.6
0.0
0.0
0.0
0.375
0.1
0.375
0.0
0.875
0.475
0.43333333333333335
-0.8
0.0
0.0
0.4375
0.0
0.0
0.0
0.8
-0.78125
0.0
0.2
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.5416666666666667
0.0
0.0
0.1
0.0
0.0
0.16666666666666666
0.0
0.0
0.0
0.4375
-1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.5
0.328125
0.0
-1.0
0.0
0.0
0.0
0.125
0.0
-0.4861111111111111
0.0
-0.6999999999999998
0.2
0.0
-0.25
0.0
-0.24999999999999992
-1.0
0.125
0.78125
