Sentiment
['Sentiments']
[-0.25]
[0.0]
[0.0]
[0.0]
[0.5681818181818181]
[0.0]
[0.0]
[0.0]
[0.0]
[0.2]
[0.0]
[0.0]
[0.0]
[0.25]
[0.0]
[-0.390625]
[-0.2]
[-0.1]
[0.0]
[0.0]
[0.2]
[0.35]
[-0.3333333333333333]
[0.0]
[0.4]
[0.0]
[-0.5]
[0.2]
[0.0]
[0.0]
[-0.5]
[0.5]
[0.0]
[0.48828125]
[0.2]
[0.3125]
[0.2]
[-0.1]
[0.0]
[0.0]
[0.0]
[0.16666666666666666]
[0.0]
[-0.0625]
[0.0]
[0.0]
[0.0]
[0.25]
[0.2857142857142857]
[0.35]
[0.0]
[0.0]
[0.0]
[0.0]
[0.7]
[-0.1]
[0.0]
[0.0]
[0.0]
[0.0]
[0.8]
[0.0]
[-0.8]
[0.0]
[0.2]
[0.33]
[-0.1875]
[0.0]
[0.8]
[-0.1]
[0.0]
[-0.25]
[1.0]
[0.0]
[-1.0]
[0.1]
[0.0]
[0.0]
[0.48750000000000004]
[0.0]
[0.0]
[0.0]
[0.0]
[0.8]
[0.3]
[-0.5]
[0.75]
[0.1]
[0.8]
[0.0]
[-0.5]
[-0.6999999999999998]
[0.0]
[0.0]
[0.0]
[-0.8]
[1.0]
[0.0]
[0.0]
[0.0]
[0.30000000000000004]
[0.0]
[0.3125]
[0.2857142857142857]
[0.24675324675324675]
[0.0]
[0.26666666666666666]
[0.2]
[0.1]
[0.25]
[0.2]
[0.75]
[0.48828125]
[0.2]
[0.2]
[0.8]
[0.0]
[0.2]
[0.8]
[0.0]
[-0.1875]
[0.35]
[0.6]
[-0.08806818181818182]
[-0.6]
[0.2]
[-0.05714285714285716]
[0.2]
[0.5]
[0.0]
[0.0]
[0.0]
[0.5]
[0.0]
[0.0]
[0.0]
[1.0]
[0.0]
[0.0]
[0.5]
[0.14375]
[0.6666666666666666]
[0.7]
[0.36190476190476195]
[0.0]
[0.5]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[-0.2]
[0.0]
[-0.4]
[0.0]
[-0.5]
[0.0]
[1.0]
[0.0]
[0.2]
[0.0]
[0.0]
[0.0]
[0.1]
[0.0]
[-0.1]
[0.0]
[0.19999999999999998]
[0.5]
[-0.4]
[0.6]
[0.2]
[0.024999999999999994]
[0.0]
[0.7]
[0.0]
[0.2857142857142857]
[0.7]
[0.25]
[0.1]
[-0.75]
[0.75]
[0.0]
[0.5]
[0.0]
[0.0]
[0.0]
[0.0]
[0.022222222222222213]
[0.0]
[1.0]
[0.5]
[-0.2]
[0.1]
[0.13333333333333333]
[0.75]
[0.0]
[0.0]
[0.4]
[0.0]
[-0.5]
[0.1875]
[0.35]
[0.0]
[0.7]
[0.0]
[0.0]
[0.375]
[0.8375]
[0.8375]
[0.13636363636363635]
[0.0]
[0.0]
[0.0]
[0.0]
[1.0]
[0.22499999999999998]
[0.0]
[0.0]
[0.25]
[0.2]
[0.0]
[0.0]
[0.3]
[0.2]
[0.037500000000000006]
[0.2]
[0.2]
[0.3]
[0.0]
[0.2]
[0.062499999999999986]
[0.0]
[0.0]
[0.6083333333333334]
[0.0]
[0.0]
[0.35]
[0.0]
[0.04444444444444443]
[0.0]
[0.0]
[0.5]
[0.7]
[1.0]
[0.1]
[0.75]
[0.4]
[0.5]
[0.21818181818181817]
[0.0]
[0.75]
[0.0]
[0.4]
[0.0]
[-0.6]
[0.0]
[0.7]
[5.551115123125783e-17]
[0.0]
[0.0]
[0.0]
[0.8]
[0.0]
[-0.3125]
[0.0]
[0.0]
[0.75]
[0.0]
[0.0]
[0.25]
[0.5333333333333333]
[0.0]
[0.0]
[0.9]
[0.0]
[0.75]
[0.0]
[0.0]
[0.75]
[0.9]
[0.2]
[0.75]
[-0.2]
[0.0]
[0.0]
[0.0]
[0.0]
[1.0]
[0.0]
[0.8375]
[0.0]
[0.75]
[0.9]
[0.0]
[0.0]
[0.1]
[0.0]
[-0.03333333333333336]
[0.0]
[0.75]
[0.25]
[0.9]
[0.0]
[0.8]
[0.9]
[0.15625]
[-0.2]
[0.1]
[0.5]
[-0.6]
[0.75]
[0.75]
[0.25]
[0.8]
[0.0]
[0.75]
[0.0]
[0.75]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.7]
[0.8]
[0.0]
[0.75]
[0.8375]
[0.4666666666666667]
[0.0]
[0.8]
[0.0]
[0.35]
[-0.25]
[0.0]
[0.0]
[0.04999999999999999]
[0.75]
[0.0]
[0.0]
[0.0]
[0.0]
[0.85]
[0.0]
[0.0]
[0.7]
[0.75]
[0.25]
[0.25]
[0.0]
[0.0]
[0.0]
[0.75]
[0.26785714285714285]
[0.1]
[0.55]
[0.0]
[0.75]
[0.0]
[0.4375]
[0.0]
[0.625]
[0.0]
[0.0]
[0.0]
[-0.06666666666666667]
[0.75]
[-0.07916666666666661]
[0.0]
[0.0]
[0.75]
[1.0]
[1.0]
[0.0]
[0.25]
[0.0]
[0.0]
[0.1]
[0.25]
[0.0]
[0.3125]
[0.490625]
[0.3125]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.3125]
[0.0]
[0.0]
[0.3125]
[0.0]
[0.0]
[0.0]
[0.0]
[0.25]
[0.490625]
[0.0]
[0.25625]
[0.0]
[0.390625]
[0.25]
[0.0]
[0.3125]
[0.3125]
[0.2]
[0.3125]
[0.0]
[0.0]
[0.0]
[0.0]
[0.25]
[0.8]
[0.4000000000000001]
[-0.18888888888888888]
[0.1]
[-0.3]
[0.175]
[0.0]
[0.0]
[-1.0]
[-0.022222222222222227]
[0.0]
[0.4000000000000001]
[0.0]
[0.0]
[0.0]
[0.0]
[-0.625]
[0.0]
[0.8]
[0.0]
[0.8]
[0.0]
[-0.4]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.5]
[0.0]
[0.0]
[0.0]
[0.25]
[-1.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.35]
[-0.05]
[0.0]
[0.2]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.25]
[0.0]
[0.25]
[0.0]
[0.0]
[-0.5]
[0.0]
[-0.5]
[-1.0]
[0.3333333333333333]
[1.0]
[-0.4]
[0.0]
[0.2857142857142857]
[0.0]
[0.26666666666666666]
[0.0]
[-0.5]
[0.7]
[0.75]
[0.0]
[0.0]
[1.0]
[0.0]
[0.0]
[0.0]
[0.0]
[-0.2]
[0.0]
[0.4]
[-0.5]
[0.75]
[0.0]
[0.0]
[0.0]
[0.7]
[0.0]
[0.0]
[-0.45]
[0.1]
[0.3]
[-0.5777777777777778]
[0.0]
[0.0]
[0.0]
[0.73828125]
[0.5]
[0.0]
[-1.0]
[0.0]
[0.325]
[0.8]
[0.0]
[0.25]
[0.2875]
[0.0]
[0.3]
[-0.3]
[0.0]
[0.0]
[0.3333333333333333]
[0.0]
[0.5]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.8]
[0.0]
[0.15]
[0.0]
[0.0]
[0.3321212121212121]
[0.5]
[0.0]
[-0.6666666666666666]
[0.15625]
[0.0]
[0.8375]
[0.8]
[0.08]
[-0.25]
[0.4681818181818182]
[0.0]
[0.44166666666666665]
[0.5]
[-0.6999999999999998]
[0.09999999999999999]
[0.05000000000000002]
[-0.1]
[-0.6]
[0.0]
[0.5]
[0.13636363636363635]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[0.25]
[-0.3]
[0.012222222222222218]
[0.5]
[0.0]
[0.0]
[0.6]
[-0.1]
[0.0]
[0.0]
[0.75]
[-1.0]
[0.0]
[0.0]
[0.0]
[-0.3499999999999999]
[-0.24999999999999992]
[-0.5]
[0.0]
[0.0]
[-0.4]
[0.35]
[0.0]
[0.0]
[0.15000000000000002]
[0.0]
[0.0]
[0.8]
[0.0]
[0.14285714285714285]
[0.4375]
[0.0]
[0.0]
[0.0]
[0.5]
[-0.6]
[0.16]
[-0.4]
[0.0]
[-0.375]
[0.2708333333333333]
[0.0]
[0.5]
[0.5]
[0.17222222222222222]
[-0.024999999999999994]
[0.0]
[-0.3]
[0.0]
[0.0]
[0.29583333333333334]
[-0.15000000000000002]
[0.2333333333333333]
[0.2]
[-0.7999999999999999]
[0.2857142857142857]
[0.6333333333333334]
[0.17222222222222222]
[0.0]
[0.0]
[0.0]
[0.0]
[-0.1]
[-0.15555555555555559]
[-0.39999999999999997]
[0.0]
[0.5]
[0.7]
[-0.4333333333333333]
[1.0]
[0.0]
[0.0]
[0.8375]
[0.5]
[0.2]
[0.5454545454545454]
[0.8111111111111112]
[0.0]
[0.0]
[0.0]
[0.0]
[0.0]
[-0.02291666666666667]
[0.0]
[0.0]
[0.1]
[0.2857142857142857]
[0.0]
[0.2]
[-0.4]
[0.0]
[0.0]
[1.0]
[0.05]
[0.0]
[0.75]
[0.0]
[0.0]
[0.0]
[0.0]
[0.24999999999999997]
[-0.3]
[0.0]
[0.04999999999999999]
[0.1]
[0.25]
[0.2857142857142857]
[0.0]
[0.0]
[0.0]
[0.4]
[0.9]
[-1.0]
[0.1]
[0.0]
[0.25]
[0.0]
[0.0]
[-0.26666666666666666]
[0.125]
[-0.6666666666666666]
[0.2]
[0.4]
[0.041666666666666664]
[-0.4]
[-0.6999999999999998]
[0.3333333333333333]
[0.75]
[0.0625]
[-0.15555555555555559]
[0.7]
[-0.15555555555555559]
[0.7]
[0.0]
[-0.15555555555555559]
[0.5]
[0.8]
[0.6]
[-1.0]
[0.7916666666666666]
[0.3]
[0.0]
[0.75]
[0.0]
[0.0]
[0.2]
[0.0]
[0.3]
[0.0]
[-0.04375]
[0.0]
[0.0]
[0.0]
[0.15]
[-0.5]
[-1.0]
[-0.3125]
[-0.6999999999999998]
[0.0]
[0.0]
[0.0]
[0.4]
[0.0]
[0.0]
[0.0]
[-0.7999999999999999]
[0.3]
[0.5]
[0.16]
[-0.4]
[0.13636363636363635]
